id,username,created_at,lng,lat,text
1517706453255131136,Smilan317,Sat Apr 23 03:26:30 +0000 2022,-90.3817485,38.594022499999994,@ChuckCjmmn Is he using this as his campaign photo?🤭
1517706453125144577,LoriMaugans,Sat Apr 23 03:26:30 +0000 2022,-95.19268,29.972668,@BHeckman_FE @JillHoneycutt1 Congrats to your teacher!! 🤩👏👏
1517706453573906437,GManBN375,Sat Apr 23 03:26:30 +0000 2022,-83.804475,27.698681999999998,@GolfMonthly Maybe
1517706453624180737,TehPinkEmoBunni,Sat Apr 23 03:26:30 +0000 2022,-77.49317049999999,37.529883,Can't tell if drunk or shell-shocked by high decibels
1517706456543506432,THENATUREBOY1,Sat Apr 23 03:26:31 +0000 2022,-100.0768885,31.1688935,@JMartinezBKN If they don’t win g3 who cares
1517706457277419520,jesseaaron1996,Sat Apr 23 03:26:31 +0000 2022,-103.50877700000001,31.415202999999998,KY Jelly = Kentucky Jelly
1517706457600253952,EvilMarkOG,Sat Apr 23 03:26:31 +0000 2022,-104.789327,38.8885185,Finding out that there’s a fence that protects Dime and Vinnie’s grave site makes me hate people even more.
1517706458774786048,ZoeAutumnn,Sat Apr 23 03:26:32 +0000 2022,-86.83064350000001,33.220769000000004,I been choosing peace over people lately
1517706459102035970,rosscmary,Sat Apr 23 03:26:32 +0000 2022,-87.690207,37.167224000000004,@codeofvets @JeffBerk3 God bless him and his family a hero
1517706457755447297,Trautdoggydog,Sat Apr 23 03:26:31 +0000 2022,-122.333177,47.590732,Fun first family game of the year at @TMobilePark. Go M's! #SeaUsRise https://t.co/EHaXITvxh5
1517706459659788290,P360Jackson,Sat Apr 23 03:26:32 +0000 2022,-90.13367500000001,32.474318,Gamer @JackDye05
1517706459844292608,lilbobby28,Sat Apr 23 03:26:32 +0000 2022,-112.12467649999999,33.5528625,Mannnn that’s pathetic… @ArizonaBaseball
1517706459903049729,__crystalcierra,Sat Apr 23 03:26:32 +0000 2022,-75.117998,40.0048655,"One thing about me, ima press notify anyway 😭"
1517706460163022848,AlexCold619,Sat Apr 23 03:26:32 +0000 2022,-117.104989,32.810012,This umpire is trash on both sides 👀
1517706460251230213,Darealseanmoney,Sat Apr 23 03:26:32 +0000 2022,-80.8467855,35.209058999999996,Shammond Williams
1517706460653928449,nataliemotley,Sat Apr 23 03:26:32 +0000 2022,-73.9685415,40.780709,"Worker just told us of the last 6 years, this year is going to be the best theatrics he’s seen 🤩😈"
1517706461329203204,my3whatmatter1,Sat Apr 23 03:26:32 +0000 2022,-84.433106,33.7671945,@NeishaX3_ @IAmDarealtink Ion know
1517706461756805121,lindseyrbhair,Sat Apr 23 03:26:32 +0000 2022,-111.928142,33.392883999999995,@CoachEvanB The hateful kind not the fun kind 🤣
1517706462549532672,tmj_hon_edu,Sat Apr 23 03:26:32 +0000 2022,-157.8390944,21.3433967,"At Kamehameha Schools, we champion every Hawaiian learner to explore their potential to lead our lāhui and inspire… https://t.co/NcwMJgUY4Q"
1517706464575594496,TowerPodcast,Sat Apr 23 03:26:33 +0000 2022,-84.3064885,33.9430725,"Ok ok ok the Innkeeper from @thedustywheel calling everyone ""casuals"" might be the best thing about #JordanCon2022 https://t.co/2nSWergUVw"
1517706465926172673,Richard36871190,Sat Apr 23 03:26:33 +0000 2022,-84.5321325,33.9481235,Mandlers told me that they are cleaning up the neighborhood
1517706466165071872,cathiebun,Sat Apr 23 03:26:33 +0000 2022,-117.0226945,38.502147,"Tigger, youse shuld try da bleu cheese burger! Itz soez juicy! #Chilltent"
1517706465817022466,WoodbridgeL1OW,Sat Apr 23 03:26:33 +0000 2022,-79.5657915,43.837104499999995,FINAL from the Ontario Soccer Stadium for our first match of the @L1OWomens season!#TheBridge https://t.co/2g4exnmW0a
1517706468258025472,StramboEngr,Sat Apr 23 03:26:34 +0000 2022,-121.78237200000001,36.9554545,"Oh, dear; it looks like Perjury Taylor Green is going to need a lot of weasel words, to respond to questions for a… https://t.co/xW2n4sGdoI"
1517706468899831810,DaQuanTheGr8,Sat Apr 23 03:26:34 +0000 2022,-86.1429225,39.7795625,As long as you keep it real with me I ain’t worried about who had that
1517706468958642176,ClaudiaHSoto,Sat Apr 23 03:26:34 +0000 2022,-106.26097150000001,31.6455525,https://t.co/tC9pYqHs0R. Help boys volleyball become a reality. 🏐🏐
1517706471164854278,bardot_Barbie,Sat Apr 23 03:26:35 +0000 2022,-73.8311875,40.6708795,@chicagobulls Awwww BABYYY  ❗️❗️❗️💋💋💋🍷🍷🍷🍷
1517706471412281344,AmandaWasikows3,Sat Apr 23 03:26:35 +0000 2022,-82.985772,39.9946835,Will I ever get to meet Jack Roslovic? Yes I’m whining about it lol
1517706471890374656,KaminskiMed,Sat Apr 23 03:26:35 +0000 2022,-72.9291585,41.298394,Brief thread on author # limits in some journals 👇🏼my approach - we’ll take our paper elsewhere
1517706471911444481,rayraydargis,Sat Apr 23 03:26:35 +0000 2022,-87.962102,41.6186125,@LoganSecor @chicagobulls Is he going to lead frodo to the mountain to destroy the ring... or keep going on and on about his Precious ?
1517706473337503744,KnighthawksH,Sat Apr 23 03:26:35 +0000 2022,-77.57245499999999,43.211766999999995,@RocKnighthawks Great game! I lost my voice cheering!! https://t.co/PAfw3dIKpx
1517706473719189508,ItsYujicat,Sat Apr 23 03:26:35 +0000 2022,-83.804475,27.698681999999998,@Slas_the_dragon Yummy
1517706473937195012,cyktrussell,Sat Apr 23 03:26:35 +0000 2022,-71.4849735,42.537946,Nudity and violence
1517706474742558721,shine_t_,Sat Apr 23 03:26:35 +0000 2022,-90.011008,29.982601,Making Big A look elite af lol
1517706474843443200,Cabal_Educator,Sat Apr 23 03:26:35 +0000 2022,-97.4451735,35.222301,@twicetheMF What? Inappropriate lol
1517706475489177602,keeshaunyazzie,Sat Apr 23 03:26:36 +0000 2022,-99.750556,32.415051000000005,Tapped out fuck it imma get me a room 😂
1517706475568779265,HeelToTheDome,Sat Apr 23 03:26:36 +0000 2022,-82.4899475,35.471439000000004,@JayyyHunt @camford23 No but I’m not talking crap about a player who is 😂
1517706477271543809,Mattwizy,Sat Apr 23 03:26:36 +0000 2022,-117.104989,32.810012,@CorralSieanna As our friend on the left said “while in Rome” 😭😭😭
1517706477355474944,VincentOrleck,Sat Apr 23 03:26:36 +0000 2022,-112.12467649999999,33.5528625,wow I thought the Suns crowd was bad at coming back from halftime…Pelicans fans are still in the bathroom yikes… https://t.co/B6n7Fu6TdW
1517706478861307912,MoeDrinks,Sat Apr 23 03:26:36 +0000 2022,-95.44648649999999,29.838495,@sassyasschic whenever you ready let me kno. I do ship worldwide
1517706478945288192,brian_with_an_A,Sat Apr 23 03:26:36 +0000 2022,-82.7553405,27.9927105,@DomenicJames1 @j0hnnicholas Wait I thought they were married?
1517706479872131072,_WarrenMac,Sat Apr 23 03:26:37 +0000 2022,-74.1581305,40.859832,All summer
1517706481281372160,Giants643,Sat Apr 23 03:26:37 +0000 2022,-122.6761085,38.4522175,@MysterySolvent Regret and vanilla fields
1517706481549852673,LarryMcVA,Sat Apr 23 03:26:37 +0000 2022,-77.0908695,38.81738,@mariashriver @tinybuddha Well stated.
1517706481503817728,michaelkasdan,Sat Apr 23 03:26:37 +0000 2022,-74.2679795,40.736985000000004,It’s going to be funny when baseball comes full circle. A parade of relievers. Then realizing that multi inning wea… https://t.co/Jm6KupnbIy
1517706481860239361,DR300,Sat Apr 23 03:26:37 +0000 2022,-122.25494087,37.80899482,"I'm at Jong Ga House in Oakland, CA https://t.co/KULLL0asOt"
1517706482032197640,YouCalledTyrone,Sat Apr 23 03:26:37 +0000 2022,-88.16155549999999,30.683649,Ayton max deal on the line in this series
1517706482011152389,TonePup1,Sat Apr 23 03:26:37 +0000 2022,-115.223125,36.232915,"Video games weren’t just for entertainment, but a science experiment, too."
